uf_busca,cidade_busca,universidade_nome,campus_nome,nome,grau,turno,mensalidade,bolsa_integral_cotas,bolsa_integral_ampla,bolsa_parcial_cotas,bolsa_parcial_ampla,nota_integral_ampla,nota_integral_cotas,nota_parcial_ampla,nota_parcial_cotas
RJ,Nova Iguacu,Centro Universitário Internacional - Uninter - UNINTER,PAP NOVA IGUAÇÚ - Miguel Couto,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,588.16,
RJ,Paracambi,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - PARACAMBI - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,1,,,,568.10,,,
RJ,Petropolis,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,PETRÓPOLIS - Pedro do Rio,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,1,,,,600.42,,,
RJ,Petropolis,Centro Universitário Internacional - Uninter - UNINTER,PAP PETRÓPOLIS - Itaipava,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,1,,,612.28,559.12
RJ,Quissama,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - QUISSAMÃ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,1,,,,538.28,,,
RJ,Resende,Centro Universitário Internacional - Uninter - UNINTER,PAP RESENDE - Jardim Jalisco,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,1,,,,613.14,,,
RJ,Rio Bonito,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - RIO BONITO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,1,,,,603.94,,,
RJ,Rio das Ostras,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - RIO DAS OSTRAS - Jardim Campomar,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,1,,,,597.96,,,
RJ,Rio de Janeiro,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - ILHA DO GOVERNADOR - Ilha do Governador,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,1,,,,589.92,,,
RJ,Rio de Janeiro,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD BOTAFOGO - RJ - Botafogo,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,388.57,1,,,,589.42,,,
RJ,Rio de Janeiro,Centro Universitário Internacional - Uninter - UNINTER,PAP RIO DE JANEIRO 02 - Praia da Bandeira,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,649.12,
RJ,Rio de Janeiro,Centro Universitário Internacional - Uninter - UNINTER,PAP RIO DE JANEIRO 04 - Realengo,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,623.16,
RJ,Rio de Janeiro,Centro Universitário Unicarioca - UNICARIOCA,UNIDADE MÉIER NÚCLEO DE TECNOLOGIA - Méier,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,868.28,3,5,,,605.96,598.68,,
RJ,Rio de Janeiro,Centro Universitário Unicarioca - UNICARIOCA,UNIDADE MÉIER NÚCLEO DE TECNOLOGIA - Méier,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,783.02,1,3,,,613.46,613.40,,
RJ,Rio de Janeiro,Centro Universitário Unicarioca - UNICARIOCA,UNIDADE SEDE - Rio Comprido,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,868.28,1,3,,,609.30,609.52,,
RJ,Rio de Janeiro,Centro Universitário Unicarioca - UNICARIOCA,UNIDADE SEDE - Rio Comprido,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,783.02,0,1,,,638.34,,,
RJ,Rio de Janeiro,Instituto Infnet Rio de Janeiro - INFNET,UNIDADE SEDE - CENTRO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,1594.34,,,,1,,,582.08,
RJ,Rio de Janeiro,Instituto Infnet Rio de Janeiro - INFNET,UNIDADE SEDE - CENTRO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,1375.93,,,,1,,,631.68,
RJ,Rio de Janeiro,Universidade Paulista - UNIP,RIO DE JANEIRO I - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,1,1,,,619.54,607.74,,
RJ,Sao Goncalo,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - SÃO GONÇALO - Ze Garoto,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,1,,,,572.90,,,
RJ,Sao Goncalo,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,SÃO GONÇALO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,349.16,1,,,,582.84,,,
RJ,Sao Pedro da Aldeia,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - SÃO PEDRO DA ALDEIA - São José,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,1,,,,604.46,,,
RJ,Teresopolis,Centro Universitário Internacional - Uninter - UNINTER,PAP TERESÓPOLIS - Varzea,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,1,,,619.32,550.28
RJ,Tres Rios,Centro Universitário Internacional - Uninter - UNINTER,PAP TRÊS RIOS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,1,,1,,576.40,,504.84,
RN,Caico,Universidade Potiguar - UNP,PÓLO CAICÓ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,399.00,1,,,,609.68,,,
RN,Currais Novos,Universidade Potiguar - UNP,PÓLO CURRAIS NOVOS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,399.00,1,,,,569.48,,,
RN,Mossoro,Universidade Tiradentes - UNIT,MOSSORÓ - Alto de São Manoel,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,267.75,1,1,,,648.90,590.00,,
RN,Natal,Centro Universitário Internacional - Uninter - UNINTER,PAP NATAL - Lagoa Seca,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,1,,1,,606.10,,599.34,
RN,Natal,Universidade Potiguar - UNP,UNIDADE JOÃO MEDEIROS - Potengi,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,399.00,1,,,,643.26,,,
RO,Ariquemes,Universidade Pitágoras Unopar,ARIQUEMES/RO (1051525) - Setor 05,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,219.00,3,1,,,576.04,519.54,,
RO,Guajara-Mirim,Universidade Paulista - UNIP,GUAJARA-MIRIM - Caetano,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,269.00,1,,,,565.60,,,
RO,Ji-Parana,Universidade Pitágoras Unopar,JI PARANA/RO (3733) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,229.00,2,1,,,575.46,572.30,,
RO,Pimenta Bueno,Universidade Paulista - UNIP,PIMENTA BUENO - Alvorada,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,279.00,1,,,,589.10,,,
RO,Porto Velho,Centro Universitário Claretiano - Ceuclar - CEUCLAR,POLO CLARETIANO DE PORTO VELHO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,1,,,,543.94,,,
RO,Porto Velho,Centro Universitário da Grande Dourados - Unigran - UNIGRAN,PORTO VELHO - São João Bosco,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,250.00,,,1,,,,563.52,
RO,Porto Velho,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,PORTO VELHO - Flodoaldo Pontes Pinto,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,286.02,1,,,,535.00,,,
RO,Porto Velho,Faculdade de Educação de Porto Velho - UNIRON,CAMPUS I MAMORE CASCALHEIRA - Cascalheira,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,807.81,1,,1,2,608.74,,589.12,587.92
RO,Sao Miguel do Guapore,Centro Universitário Claretiano - Ceuclar - CEUCLAR,SÃO MIGUEL DO GUAPORÉ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,1,,,,591.06,,,
RO,Vilhena,Centro Universitário Claretiano - Ceuclar - CEUCLAR,VILHENA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,1,,,,614.80,,,
RR,Boa VIsta,Centro Universitário Claretiano - Ceuclar - CEUCLAR,BOA VISTA - São Pedro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,2,,,,545.88,,,
RR,Boa VIsta,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD BOA VISTA - RR - União,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,360.00,1,,,,534.96,,,
RR,Boa VIsta,Centro Universitário Internacional - Uninter - UNINTER,PAP BOA VISTA - São Pedro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,1,,2,,545.74,,517.40,
RR,Boa VIsta,Universidade Pitágoras Unopar,BOA VISTA/RR (4268) - Caçari,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,209.00,1,,,,527.36,,,
RS,Alvorada,Faculdade de Tecnologia de Gravataí - FAQI,QI ALVORADA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,414.78,1,3,1,7,450.00,450.00,450.00,450.00
RS,Arroio dos Ratos,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - ARROIO DOS RATOS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,0,1,,,450.00,,,
RS,Arroio do Tigre,Centro Universitário Internacional - Uninter - UNINTER,PAP ARROIO DO TIGRE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,450.00,
RS,Arroio Grande,Centro Universitário da Grande Dourados - Unigran - UNIGRAN,ARROIO GRANDE - centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,250.00,,,,1,,,572.10,
RS,Bage,Centro Universitário Internacional - Uninter - UNINTER,PAP BAGÉ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,544.72,
RS,Bage,Faculdade Educacional da Lapa - FAEL,RS - BAGÉ - POLO EAD - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,325.00,,,,1,,,535.96,
RS,Bage,Universidade Paulista - UNIP,BAGE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,289.00,0,1,,,515.16,,,
RS,Bento Goncalves,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - BENTO GONÇALVES - São Roque,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,0,1,,,534.72,,,
RS,Bento Goncalves,Faculdade de Tecnologia da Serra Gaúcha - Bento Conçalves - FTSG,UNIDADE SEDE - Cidade Alta,Análise e Desenvolvimento de Sistemas,Tecnológico,Integral,491.25,0,1,,,603.04,,,
RS,Butia,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - BUTIÁ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,0,1,,,526.34,,,
RS,Cacapava do Sul,Centro Universitário Internacional - Uninter - UNINTER,PAP CAÇAPAVA DO SUL - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,266.00,,,,1,,,521.28,
RS,Cachoeira do Sul,Centro Universitário Internacional - Uninter - UNINTER,PAP CACHOEIRA DO SUL - Frota,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,266.00,0,1,,,552.26,,,
RS,Canoas,Centro Universitário Internacional - Uninter - UNINTER,PAP CANOAS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,266.00,0,1,,2,608.82,,588.78,
RS,Canoas,Centro Universitário Ritter dos Reis - UNIRITTER,CAMPUS CANOAS - Niteroi,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,1165.56,1,3,,,599.10,575.50,,
RS,Carazinho,Centro Universitário Internacional - Uninter - UNINTER,PAP CARAZINHO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,266.00,,,,1,,,511.40,
RS,Casca,Universidade de Passo Fundo - UPF,UPF CAMPUS CASCA - centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,857.27,0,2,,13,587.20,,450.00,
RS,Caxias do Sul,Centro Universitário da Serra Gaúcha - Fsg - FSG,FACULDADE DA SERRA GAÚCHA - Nossa Senhora de Lourdes,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,238.05,0,1,,,586.86,,,
RS,Caxias do Sul,Centro Universitário da Serra Gaúcha - Fsg - FSG,FSG REITORIA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Integral,647.07,0,1,,,639.12,,,
RS,Caxias do Sul,Centro Universitário Internacional - Uninter - UNINTER,PAP CAXIAS DO SUL - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,598.74,
RS,Charqueadas,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - CHARQUEADAS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,0,1,,,561.92,,,
RS,Erechim,Faculdade Anglicana de Erechim - FAE,CAMPUS - ERECHIM - CENTRO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,797.68,0,7,,,520.72,,,
RS,Erechim,Universidade Pitágoras Unopar,ERECHIM/RS (6961) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,249.00,0,2,,,486.80,,,
RS,Estancia Velha,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - ESTÂNCIA VELHA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,0,1,,,528.56,,,
RS,Farroupilha,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - FARROUPILHA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,0,1,,,521.54,,,
RS,Getulio Vargas,Faculdade Ideau de Getúlio Vargas - IDEAU,CAMPUS  - GETÚLIO VARGAS - CHAMPAGNAT - Champagnat,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,520.25,,,,1,,,520.20,
RS,Gramado,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - GRAMADO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,0,1,,,450.00,,,
RS,Gramado,Universidade Pitágoras Unopar,GRAMADO/RS (5745) - Piratini,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,249.00,0,2,,,526.16,,,
RS,Gravatai,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - GRAVATAÍ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,0,1,,,583.24,,,
RS,Gravatai,Centro Universitário Internacional - Uninter - UNINTER,PAP GRAVATAÍ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,2,,,565.18,
RS,Gravatai,Faculdade de Tecnologia de Gravataí - FAQI,SEDE - São Geraldo,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,1080.09,0,1,1,3,585.76,,535.94,450.00
RS,Gravatai,Faculdade de Tecnologia de Gravataí - FAQI,SEDE - São Geraldo,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,414.78,1,3,1,7,556.68,450.00,450.00,450.00
RS,Guaiba,Faculdade de Tecnologia de Gravataí - FAQI,QI GUAÍBA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,414.78,1,3,1,7,576.92,553.98,450.00,450.00
RS,Horizontina,Centro Universitário da Grande Dourados - Unigran - UNIGRAN,HORIZONTINA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,250.00,,,,1,,,450.00,
RS,Igrejinha,Centro Universitário da Grande Dourados - Unigran - UNIGRAN,IGREJINHA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,250.00,,,,1,,,531.28,
RS,Ijui,Centro Universitário Internacional - Uninter - UNINTER,PAP IJUÍ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,579.58,
RS,Imbe,Centro Universitário Internacional - Uninter - UNINTER,PAP IMBE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,573.92,
RS,Lajeado,Centro Universitário Internacional - Uninter - UNINTER,PAP LAJEADO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,550.76,,,
RS,Montenegro,Centro Universitário Internacional - Uninter - UNINTER,PAP MONTENEGRO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,2,579.08,,507.14,
RS,Nova Petropolis,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - NOVA PETROPÓLIS - Logradouro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,0,1,,,450.00,,,
RS,Novo Hamburgo,Centro Universitário Internacional - Uninter - UNINTER,PAP NOVO HAMBURGO - Boa Vista,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,2,1,4,570.64,,567.74,450.00
RS,Novo Hamburgo,Centro Universitário Leonardo da VInci - UNIASSELVI,POLO DE APOIO PRESENCIAL DE NOVO HAMBURGO/RS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,308.00,0,2,,,566.04,,,
RS,Novo Hamburgo,Faculdade de Tecnologia de Gravataí - FAQI,QI NOVO HAMBURGO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,414.78,1,3,1,7,553.84,571.98,450.00,450.00
RS,Novo Hamburgo,Faculdade de Tecnologia Ftec - FTEC Novo Hamburgo,SEDE II - ENTRADA PRINCIPAL - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,1229.59,0,1,,,638.56,,,
RS,Novo Hamburgo,Faculdade Novo Hamburgo - Faculdade IENH,CAMPUS SEDE - Hamburgo Velho,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,1445.00,0,1,,,604.80,,,
RS,Osorio,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,UNIDADE SEDE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,0,1,,,582.02,,,
RS,Palmeira das Missoes,Centro Universitário Internacional - Uninter - UNINTER,PAP PALMEIRA DAS MISSÕES - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,2,579.64,,485.00,
RS,Panambi,Centro Universitário Internacional - Uninter - UNINTER,PAP PANAMBI - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,567.98,,,
RS,Passo Fundo,Centro Universitário Internacional - Uninter - UNINTER,PAP PASSO FUNDO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,537.20,
RS,Passo Fundo,Universidade de Passo Fundo - UPF,UPF CAMPUS I - São José,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,857.27,0,3,,12,596.12,,531.56,
RS,Pelotas,Centro Universitário Internacional - Uninter - UNINTER,PAP PELOTAS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,2,663.02,,560.52,
RS,Porto Alegre,Centro Universitário Fadergs - Fadergs - FADERGS,FADERGS - FACULDADE DE DESENVOLVIMENTO DO RIO GRANDE DO SUL - UNIDADE GV - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,907.76,1,3,,,591.90,574.54,,
RS,Porto Alegre,Centro Universitário Fadergs - Fadergs - FADERGS,FADERGS - FACULDADE DE DESENVOLVIMENTO DO RIO GRANDE DO SUL - UNIDADE GV - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,907.76,2,10,,,579.22,557.94,,
RS,Porto Alegre,Centro Universitário Leonardo da VInci - UNIASSELVI,POLO DE APOIO PRESENCIAL DE PORTO ALEGRE II/RS - Centro Histórico,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,308.00,0,2,,,543.28,,,
RS,Porto Alegre,Centro Universitário Ritter dos Reis - UNIRITTER,CAMPUS FAPA - Passo das Pedras,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,1192.15,1,8,,,570.90,590.08,,
RS,Porto Alegre,Centro Universitário Ritter dos Reis - UNIRITTER,CAMPUS ZONA SUL - Alto Teresópolis,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,1186.88,0,2,,,556.92,,,
RS,Porto Alegre,Centro Universitário Ritter dos Reis - UNIRITTER,CAMPUS ZONA SUL - Alto Teresópolis,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,1186.88,0,3,,,560.40,,,
RS,Porto Alegre,Faculdade de Tecnologia de Gravataí - FAQI,QI ALBERTO BINS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,414.78,1,3,1,7,537.70,470.12,453.20,450.00
RS,Porto Alegre,Faculdade de Tecnologia de Gravataí - FAQI,QI ASSIS BRASIL - Cristo Redentor,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,414.78,1,3,1,7,544.88,450.00,511.12,450.00
RS,Porto Alegre,Faculdade de Tecnologia de Gravataí - FAQI,QI JÚLIO DE CASTILHOS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,414.78,1,3,1,7,564.60,577.10,450.00,480.70
RS,Porto Alegre,Faculdade de Tecnologia Ftec - FTEC Porto Alegre,UNIDADE CENTRO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,1265.43,0,3,,,572.74,,,
RS,Porto Alegre,Faculdade Monteiro Lobato - FATO,CAMPUS  - PORTO ALEGRE - CENTRO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,938.82,0,1,,,548.26,,,
RS,Porto Alegre,Universidade Anhanguera - UNIDERP,PORTO ALEGRE/RS (2003186) - Cavalhada,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,219.00,1,3,,,539.34,580.48,,
RS,Porto Alegre,Universidade do Vale do Rio dos Sinos - UNISINOS,UNISINOS PORTO ALEGRE - Três Figueiras,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,966.31,0,7,,,608.36,,,
RS,Porto Alegre,Universidade Paulista - UNIP,PORTO ALEGRE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,289.00,0,3,,,565.54,,,
RS,Rio Grande,Centro Universitário de Maringá - Unicesumar - Unicesumar - UNICESUMAR,RIO GRANDE - Cidade Nova,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,393.35,0,1,,,608.26,,,
RS,Rio Grande,Centro Universitário Internacional - Uninter - UNINTER,PAP RIO GRANDE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,590.96,,,
RS,Santa Cruz do Sul,Centro Universitário Internacional - Uninter - UNINTER,PAP SANTA CRUZ DO SUL - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,1,631.70,,497.34,
RS,Santa Rosa,Centro Universitário Internacional - Uninter - UNINTER,PAP SANTA ROSA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,589.24,
RS,Santiago,Centro Universitário Internacional - Uninter - UNINTER,PAP SANTIAGO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,608.88,
RS,Santo Angelo,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - SANTO ÂNGELO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,0,1,,,535.52,,,
RS,Santo Angelo,Faculdade Cnec Santo Ângelo,UNIDADE  - SANTO ÂNGELO - CENTRO SUL - Harmonia,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,641.88,0,3,,,583.44,,,
RS,Santo Antonio da Patrulha,Centro Universitário da Grande Dourados - Unigran - UNIGRAN,SANTO ANTONIO DA PATRULHA - Várzea,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,250.00,,,,1,,,522.08,
RS,Sao Borja,Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO BORJA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,499.82,,,
RS,Sao Gabriel,Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO GABRIEL - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,1,543.24,,463.78,
RS,Sao Leopoldo,Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO LEOPOLDO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,2,,,561.34,
RS,Sao Leopoldo,Faculdade de Tecnologia de Gravataí - FAQI,QI SÃO LEOPOLDO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,414.78,1,3,1,7,559.80,450.00,450.00,450.00
RS,Sao Leopoldo,Universidade do Vale do Rio dos Sinos - UNISINOS,SEDE - Cristo Rei,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,704.39,0,8,,,625.62,,,
RS,Sao Leopoldo,Universidade do Vale do Rio dos Sinos - UNISINOS,SEDE - Cristo Rei,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,437.61,0,2,,,618.40,,,
RS,Sao Leopoldo,Universidade Paulista - UNIP,SÃO LEOPOLDO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,289.00,0,1,,,592.80,,,
RS,Sao Luiz Gonzaga,Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO LUIZ GONZAGA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,568.68,,,
RS,Teutonia,Centro Universitário Cenecista de Osório - Unicnec - UNICNEC,POLO - TEUTÔNIA - Canabarro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,0,1,,,469.44,,,
RS,Uruguaiana,Universidade Pitágoras Unopar,URUGUAIANA/RS (3751) - São Miguel,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,239.00,0,3,,,574.02,,,
RS,Vacaria,Centro Universitário Internacional - Uninter - UNINTER,PAP VACARIA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,516.46,
RS,Viamao,Faculdade de Tecnologia de Gravataí - FAQI,QI VIAMÃO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,414.78,1,3,1,7,565.90,450.00,450.00,450.00
SC,Abelardo Luz,Centro Universitário Internacional - Uninter - UNINTER,PAP ABELARDO LUZ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,450.00,
SC,Ararangua,Universidade Pitágoras Unopar,ARARANGUA/SC (3068) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,239.00,0,2,,,544.04,,,
