uf_busca,cidade_busca,universidade_nome,campus_nome,nome,grau,turno,mensalidade,bolsa_integral_cotas,bolsa_integral_ampla,bolsa_parcial_cotas,bolsa_parcial_ampla,nota_integral_ampla,nota_integral_cotas,nota_parcial_ampla,nota_parcial_cotas
SP,Sao Paulo,Centro Universitário Estácio de Ribeirão Preto - Estácio Ribeirão Pre - ESTÁCIO RIBEIRÃO PRE,EAD SÃO PAULO - PARAÍSO - SP - Liberdade,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,360.00,0,1,,,547.70,,,
SP,Sao Paulo,Centro Universitário Estácio de São Paulo - Estácio São Paulo - ESTÁCIO SÃO PAULO,SANTO AMARO - Santo Amaro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,627.14,0,1,,,577.22,,,
SP,Sao Paulo,Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO PAULO 01 - Lapa,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,581.62,
SP,Sao Paulo,Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO PAULO 11 - Chora Menino,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,637.66,
SP,Sao Paulo,Centro Universitário Senac - SENACSP,SAO PAULO (SEDE) - Jurubatuba,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,727.00,3,5,5,9,595.46,574.18,562.94,553.46
SP,Sao Paulo,Faculdade das Américas - FAM,RUA AUGUSTA - Consolação,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,632.00,2,3,5,10,595.70,571.90,542.82,515.98
SP,Sao Paulo,Faculdade das Américas - FAM,RUA AUGUSTA - Consolação,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,506.00,1,3,2,4,566.70,566.90,548.96,561.60
SP,Sao Paulo,Faculdade de Informática e Administração Paulista - FIAP,UNIDADE PAULISTA - Bela Vista,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,1270.00,2,4,3,6,658.90,616.24,553.22,531.70
SP,Sao Paulo,Faculdade de Informática e Administração Paulista - FIAP,UNIDADE SEDE - Cambuci,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,1635.00,4,7,9,16,626.20,607.30,525.80,450.00
SP,Sao Paulo,Faculdade de Informática e Administração Paulista - FIAP,UNIDADE SEDE - Cambuci,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,1270.00,2,3,1,1,617.84,450.00,572.50,450.00
SP,Sao Paulo,Faculdade de Informática e Administração Paulista - FIAP,UNIDADE SEDE - Cambuci,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,905.00,2,4,5,9,632.84,604.74,460.82,450.00
SP,Sao Paulo,Faculdade de Informática e Administração Paulista - FIAP,UNIDADE VILA OLÍMPIA - Vila Olímpia,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,1065.00,1,1,,1,641.54,627.90,558.58,
SP,Sao Paulo,Faculdade de Tecnologia Bandeirantes - BANDTEC,UNIDADE I PARAISO - Vila Mariana,Análise e Desenvolvimento de Sistemas,Tecnológico,Integral,1150.00,1,3,,,580.16,613.92,,
SP,Sao Paulo,Faculdade de Tecnologia Carlos Drummond de Andrade - CSET DRUMMOND,CAMPUS  - SÃO PAULO - TATUAPÉ - Tatuapé,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,842.80,,,1,2,,,515.22,477.00
SP,Sao Paulo,Faculdade de Tecnologia e Negócios Carlos Drummond de Andrade,CAMPUS  - SÃO PAULO - PENHA - Penha,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,983.26,,,,1,,,534.24,
SP,Sao Paulo,Faculdade Impacta de Tecnologia - FIT,CAMPUS RUDGE - Barra Funda,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,985.50,2,4,6,108,607.18,582.38,450.00,450.00
SP,Sao Paulo,Faculdade Impacta de Tecnologia - FIT,CAMPUS RUDGE - Barra Funda,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,873.00,1,2,3,24,589.24,579.62,450.00,450.00
SP,Sao Paulo,Universidade Anhanguera - UNIDERP,POLO DE SÃO PAULO MARTE - Santana,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,239.00,1,2,,,502.26,506.54,,
SP,Sao Paulo,Universidade Braz Cubas - UBC,SÃO MIGUEL PAULISTA - Vila Jacuí,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,295.00,0,1,,,518.28,,,
SP,Sao Paulo,Universidade Cidade de São Paulo - UNICID,COLÉGIO PALMARINO CALABREZ EPP - Guaianases,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,0,1,,,534.10,,,
SP,Sao Paulo,Universidade Cidade de São Paulo - UNICID,COLÉGIO VIDAL LTDA (COLÉGIO VIDAL) - Vila Antonieta,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,,,1,1,,,531.90,450.00
SP,Sao Paulo,Universidade Cidade de São Paulo - UNICID,CURSO INTERATIVO LTDA EPP (INTERATIVO) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,,,,1,,,450.00,
SP,Sao Paulo,Universidade Cidade de São Paulo - UNICID,EDUIT SERVIÇOS DE INTERMEDIAÇÃO E CONSULTORIA EIRELI-ME - Barra Funda,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,,,1,1,,,604.20,529.64
SP,Sao Paulo,Universidade Cidade de São Paulo - UNICID,INSTITUTO DE EDUCAÇÃO SANTA ISABEL RAINHA LTDA (COLÉGIO SANTA ISABEL) - Vila Santa Isabel,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,,,1,1,,,450.00,450.00
SP,Sao Paulo,Universidade Cidade de São Paulo - UNICID,INSTITUTO EDUCACIONAL ORION S/S LTDA ME (COLÉGIO ELITE) - Santana,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,,,,1,,,450.00,
SP,Sao Paulo,Universidade Cidade de São Paulo - UNICID,ORGANIZAÇÃO DE ENSINO PIRÂMIDE LTDA ME (COLÉGIO SOUZA LOPES) - Itaim Paulista,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,,,,1,,,557.44,
SP,Sao Paulo,Universidade Cidade de São Paulo - UNICID,UNIVERSIDADE CIDADE DE SÃO PAULO - UNICID - SEDE - Tatuapé,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,558.61,2,4,6,10,592.02,573.18,544.20,515.20
SP,Sao Paulo,Universidade Cidade de São Paulo - UNICID,UNIVERSIDADE CIDADE DE SÃO PAULO - UNICID - SEDE - Tatuapé,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,498.81,0,1,2,3,624.04,,540.62,526.26
SP,Sao Paulo,Universidade Cidade de São Paulo - UNICID,UNIVERSIDADE CIDADE DE SÃO PAULO - UNICID - SEDE - Tatuapé,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,269.92,1,2,1,2,565.54,450.00,504.52,450.00
SP,Sao Paulo,Universidade Cidade de São Paulo - UNICID,VICTOR HUGO ZANOTTI ALGERI - ME - Jardim Santa Bárbara,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,,,1,1,,,450.00,450.00
SP,Sao Paulo,Universidade Cruzeiro do Sul - UNICSUL,CAMPUS ANÁLIA FRANCO - Tatuapé,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,559.97,0,1,1,3,591.98,,576.54,597.94
SP,Sao Paulo,Universidade Cruzeiro do Sul - UNICSUL,CAMPUS ANÁLIA FRANCO - Tatuapé,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,398.83,0,1,,1,570.00,,536.50,
SP,Sao Paulo,Universidade Cruzeiro do Sul - UNICSUL,CAMPUS ANÁLIA FRANCO - Tatuapé,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,269.92,1,1,3,6,521.12,570.24,530.18,450.00
SP,Sao Paulo,Universidade Cruzeiro do Sul - UNICSUL,CAMPUS LIBERDADE - Liberdade,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,524.95,1,1,2,3,571.54,535.42,532.88,570.60
SP,Sao Paulo,Universidade Cruzeiro do Sul - UNICSUL,CAMPUS LIBERDADE - Liberdade,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,398.85,0,1,,1,579.08,,575.46,
SP,Sao Paulo,Universidade Cruzeiro do Sul - UNICSUL,CAMPUS LIBERDADE - Liberdade,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,269.92,1,1,2,5,534.68,519.70,496.72,450.00
SP,Sao Paulo,Universidade Cruzeiro do Sul - UNICSUL,CAMPUS PINHEIROS - Pinheiros,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,269.92,1,1,1,3,566.58,532.52,539.96,461.28
SP,Sao Paulo,Universidade Cruzeiro do Sul - UNICSUL,UNIDADE SEDE - São Miguel,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,689.78,1,2,4,7,608.94,572.96,521.60,518.80
SP,Sao Paulo,Universidade Cruzeiro do Sul - UNICSUL,UNIDADE SEDE - São Miguel,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,498.94,1,2,1,3,589.98,569.18,547.84,483.06
SP,Sao Paulo,Universidade Cruzeiro do Sul - UNICSUL,UNIDADE SEDE - São Miguel,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,269.92,,,,1,,,555.98,
SP,Sao Paulo,Universidade de Mogi das Cruzes - UMC,CAMPUS VILLA LOBOS-SÃO PAULO - Vila Leopoldina,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,717.12,0,13,,,569.24,,,
SP,Sao Paulo,Universidade de Mogi das Cruzes - UMC,CAMPUS VILLA LOBOS-SÃO PAULO - Vila Leopoldina,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,572.16,1,5,,,559.82,542.20,,
SP,Sao Paulo,Universidade Nove de Julho - UNINOVE,MEMORIAL - Barra Funda,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,579.00,5,9,,,588.68,575.82,,
SP,Sao Paulo,Universidade Nove de Julho - UNINOVE,MEMORIAL - Barra Funda,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,448.00,1,1,,,585.86,564.00,,
SP,Sao Paulo,Universidade Nove de Julho - UNINOVE,SANTO AMARO - Santo Amaro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,561.00,5,8,,,576.92,563.72,,
SP,Sao Paulo,Universidade Nove de Julho - UNINOVE,SANTO AMARO - Santo Amaro,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,448.00,2,4,,,580.70,550.18,,
SP,Sao Paulo,Universidade Nove de Julho - UNINOVE,SANTO AMARO - Santo Amaro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,257.00,0,1,,,621.46,,,
SP,Sao Paulo,Universidade Nove de Julho - UNINOVE,UNIDADE VERGUEIRO SEDE - Liberdade,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,579.00,1,1,,,619.20,455.82,,
SP,Sao Paulo,Universidade Nove de Julho - UNINOVE,UNIDADE VERGUEIRO SEDE - Liberdade,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,448.00,2,5,,,562.52,552.84,,
SP,Sao Paulo,Universidade Nove de Julho - UNINOVE,UNIDADE VERGUEIRO SEDE - Liberdade,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,257.00,0,1,,,547.70,,,
SP,Sao Paulo,Universidade Nove de Julho - UNINOVE,VILA MARIA - Vila Maria,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,486.00,1,2,,,596.42,491.04,,
SP,Sao Paulo,Universidade Nove de Julho - UNINOVE,VILA MARIA - Vila Maria,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,411.00,1,1,,,558.74,485.12,,
SP,Sao Paulo,Universidade Nove de Julho - UNINOVE,VILA MARIA - Vila Maria,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,257.00,0,1,,,538.52,,,
SP,Sao Paulo,Universidade Nove de Julho - UNINOVE,VILA PRUDENTE - Vila Prudente,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,549.00,1,1,,,605.98,585.68,,
SP,Sao Paulo,Universidade Nove de Julho - UNINOVE,VILA PRUDENTE - Vila Prudente,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,436.00,1,2,,,558.68,590.54,,
SP,Sao Paulo,Universidade Nove de Julho - UNINOVE,VILA PRUDENTE - Vila Prudente,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,257.00,0,1,,,592.48,,,
SP,Sao Paulo,Universidade Paulista - UNIP,CAMPUS III - ANCHIETA - Jardim Santa Cruz,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,712.32,1,3,,,577.48,584.24,,
SP,Sao Paulo,Universidade Paulista - UNIP,CAMPUS IX- PINHEIROS - Pinheiros,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,540.12,3,6,,,572.80,561.04,,
SP,Sao Paulo,Universidade Paulista - UNIP,CAMPUS IX- PINHEIROS - Pinheiros,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,486.00,1,2,,,581.24,580.46,,
SP,Sao Paulo,Universidade Paulista - UNIP,CAMPUS V -  CHÁCARA SANTO ANTÔNIO - Santo Amaro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,605.06,2,4,,,581.40,540.10,,
SP,Sao Paulo,Universidade Paulista - UNIP,CAMPUS V -  CHÁCARA SANTO ANTÔNIO - Santo Amaro,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,515.68,1,2,,,585.88,515.86,,
SP,Sao Paulo,Universidade Paulista - UNIP,CAMPUS VIII - PAULISTA - Bela Vista,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,555.27,3,6,,,589.02,581.60,,
SP,Sao Paulo,Universidade Paulista - UNIP,CAMPUS VII - MARQUÊS - Água Branca,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,608.01,3,5,,,594.16,563.50,,
SP,Sao Paulo,Universidade Paulista - UNIP,CAMPUS VII - MARQUÊS - Água Branca,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,458.01,3,7,,,563.34,556.08,,
SP,Sao Paulo,Universidade Paulista - UNIP,CAMPUS XI - TATUAPÉ - PARQUE SÃO JORGE,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,622.38,2,3,,,578.52,555.84,,
SP,Sao Paulo,Universidade Paulista - UNIP,CAMPUS XI - TATUAPÉ - PARQUE SÃO JORGE,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,515.68,2,3,,,580.76,581.90,,
SP,Sao Paulo,Universidade Paulista - UNIP,CAMPUS X - NORTE - Vila Guilherme,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,553.73,1,1,,,586.08,534.38,,
SP,Sao Paulo,Universidade Paulista - UNIP,CIDADE UNIVERSITÁRIA - Jaguaré,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,697.78,1,1,,,575.58,535.94,,
SP,Sao Paulo,Universidade Paulista - UNIP,CIDADE UNIVERSITÁRIA - Jaguaré,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,1,1,,,542.82,450.00,,
SP,Sao Paulo,Universidade Paulista - UNIP,SAO PAULO IV - Bom Retiro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,0,1,,,517.50,,,
SP,Sao Paulo,Universidade Paulista - UNIP,SAO PAULO VI - Freguesia do Ó,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,0,1,,,557.64,,,
SP,Sao Paulo,Universidade Paulista - UNIP,SAO PAULO VII - Guarapiranga,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,0,1,,,583.00,,,
SP,Sao Paulo,Universidade Paulista - UNIP,SAO PAULO VIII - Ipiranga,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,0,1,,,529.36,,,
SP,Sao Paulo,Universidade Paulista - UNIP,SAO PAULO V - Vila Maria,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,0,1,,,489.66,,,
SP,Sao Paulo,Universidade Paulista - UNIP,SAO PAULO XIII - Perus,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,0,1,,,450.00,,,
SP,Sao Paulo,Universidade Paulista - UNIP,SAO PAULO XII - Tatuapé,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,1,1,,,574.52,564.42,,
SP,Sao Paulo,Universidade Paulista - UNIP,SAO PAULO XI - Jaguaré,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,0,1,,,583.30,,,
SP,Sao Paulo,Universidade Paulista - UNIP,SÃO PAULO XIV - Santana,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,0,1,,,500.22,,,
SP,Sao Paulo,Universidade Paulista - UNIP,SAO PAULO XIX - Interlagos,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,1,1,,,597.52,572.92,,
SP,Sao Paulo,Universidade Paulista - UNIP,SAO PAULO X - Jabaquara,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,1,2,,,541.48,590.64,,
SP,Sao Paulo,Universidade Paulista - UNIP,SÃO PAULO XVIII - Butantã,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,1,2,,,529.54,450.00,,
SP,Sao Paulo,Universidade Paulista - UNIP,SÃO PAULO XVI - Vila Curuçá,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,0,1,,,535.34,,,
SP,Sao Paulo,Universidade Paulista - UNIP,SÃO PAULO XXII - Capão Redondo,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,0,1,,,539.50,,,
SP,Sao Paulo,Universidade Paulista - UNIP,SAO PAULO XXI - Vila Ré,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,0,1,,,522.66,,,
SP,Sao Paulo,Universidade Paulista - UNIP,SAÕ PAULO XX - Tucuruvi,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,1,1,,,603.48,527.90,,
SP,Sao Paulo,Universidade Presbiteriana Mackenzie - MACKENZIE,CAMPUS  - SÃO PAULO - CONSOLAÇÃO - Consolação,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,806.00,1,1,,,660.50,621.94,,
SP,Sao Paulo,Universidade Presbiteriana Mackenzie - MACKENZIE,CAMPUS  - SÃO PAULO - CONSOLAÇÃO - Consolação,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,806.00,3,5,,,649.12,617.88,,
SP,Sao Paulo,Universidade São Judas Tadeu - USJT,UNIDADE PAULISTA - Bela Vista,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,1362.00,0,1,,,646.22,,,
SP,Sao Paulo,Universidade São Judas Tadeu - USJT,UNIDADE SANTO AMARO - Chácara Santo Antônio (Zona Sul),Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,1362.00,0,1,,,578.80,,,
SP,Sao Roque,Universidade Paulista - UNIP,SÃO ROQUE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,554.02,,,
SP,Sao VIcente,Faculdade de São VIcente - FSV,UNIDADE SEDE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,388.00,1,2,1,3,557.18,535.70,548.52,500.38
SP,Sao VIcente,Universidade Paulista - UNIP,SÃO VICENTE - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,530.58,,,
SP,Socorro,Universidade Paulista - UNIP,SOCORRO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,618.64,,,
SP,Sorocaba,Centro Universitário Internacional - Uninter - UNINTER,PAP SOROCABA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,1,1,564.90,,545.98,450.00
SP,Sorocaba,Faculdade Esamc Sorocaba - ESAMC,UNIDADE CENTRO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,855.00,,,,10,,,557.24,
SP,Sorocaba,Universidade Cidade de São Paulo - UNICID,CENTRO CULTURAL BRASIL ESTADOS UNIDOS DE SOROCABA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,1,1,2,3,601.34,501.62,540.50,467.74
SP,Sorocaba,Universidade Paulista - UNIP,SOROCABA II - Campolim,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,0,1,,,599.66,,,
SP,Sorocaba,Universidade Paulista - UNIP,SOROCABA I - Jardim Éden,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,744.69,0,1,,,625.74,,,
SP,Sumare,Centro Universitário Internacional - Uninter - UNINTER,PAP SUMARÉ - Jardim Alvorada,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,450.00,,,
SP,Sumare,Universidade Paulista - UNIP,SUMARÉ - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,573.22,,,
SP,Suzano,Centro Universitário Internacional - Uninter - UNINTER,PAP SUZANO - Vila Costa,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,0,1,,,530.02,,,
SP,Suzano,Universidade Braz Cubas - UBC,SUZANO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,324.00,0,1,,,513.30,,,
SP,Suzano,Universidade Cidade de São Paulo - UNICID,C.E.B. CENTRO EDUCACIONAL BETA LTDA ME (CENTRO EDUCACIONAL BETA) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,270.28,0,1,,1,596.30,,489.96,
SP,Suzano,Universidade Paulista - UNIP,SUZANO - Pq. Suzano,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,526.52,,,
SP,Taboao da Serra,Universidade Anhanguera - UNIDERP,TABOAO DA SERRA/SP (2008396) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,259.00,1,1,,,539.04,592.02,,
SP,Taboao da Serra,Universidade Paulista - UNIP,TABOÃO DA SERRA - Jardim Santa Cecília,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,605.10,,,
SP,Taubate,Universidade Paulista - UNIP,TAUBATÉ I - Campos Elíseos,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,571.22,,,
SP,Taubate,Universidade Paulista - UNIP,TAUBATÉ II - Jardim das Nações,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,0,1,,,600.66,,,
SP,Valinhos,Centro Universitário Internacional - Uninter - UNINTER,PAP VALINHOS - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,450.00,
SP,Valinhos,Universidade Anhanguera - UNIDERP,VALINHOS/SP (23154) - Vera Cruz,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,229.00,0,1,,,549.04,,,
SP,Vinhedo,Centro Universitário Internacional - Uninter - UNINTER,PAP VINHEDO - SP - CEPROVI,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,450.00,
SP,Votorantim,Universidade Pitágoras Unopar,VOTORANTIM/SP (1051628) - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,199.00,0,1,,,519.60,,,
TO,Alvorada,Centro Universitário Internacional - Uninter - UNINTER,PAP ALVORADA - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,1,,,,450.00,
TO,Araguaina,Centro Universitário da Grande Dourados - Unigran - UNIGRAN,ARAGUAINA - Setor Rodoviário,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,250.00,,,1,,,,591.10,
